# This file was produced by bcftools stats (1.24+htslib-1.24) and can be plotted using plot-vcfstats.
# The command line was:	bcftools stats  results/variants/NIST7035_filtered_variants.vcf.gz
#
# Definition of sets:
# ID	[2]id	[3]tab-separated file names
ID	0	results/variants/NIST7035_filtered_variants.vcf.gz
# SN, Summary numbers:
#   number of records   .. number of data rows in the VCF
#   number of no-ALTs   .. reference-only sites, ALT is either "." or identical to REF
#   number of SNPs      .. number of rows with a SNP
#   number of MNPs      .. number of rows with a MNP, such as CC>TT
#   number of indels    .. number of rows with an indel
#   number of others    .. number of rows with other type, for example a symbolic allele or
#                          a complex substitution, such as ACT>TCGA
#   number of multiallelic sites     .. number of rows with multiple alternate alleles
#   number of multiallelic SNP sites .. number of rows with multiple alternate alleles, all SNPs
#
#   Note that rows containing multiple types will be counted multiple times, in each
#   counter. For example, a row with a SNP and an indel increments both the SNP and
#   the indel counter.
#
# SN	[2]id	[3]key	[4]value
SN	0	number of samples:	1
SN	0	number of records:	283102
SN	0	number of no-ALTs:	0
SN	0	number of SNPs:	249261
SN	0	number of MNPs:	0
SN	0	number of indels:	33879
SN	0	number of others:	0
SN	0	number of multiallelic sites:	757
SN	0	number of multiallelic SNP sites:	60
# TSTV, transitions/transversions
#   - transitions, see https://en.wikipedia.org/wiki/Transition_(genetics)
#   - transversions, see https://en.wikipedia.org/wiki/Transversion
# TSTV	[2]id	[3]ts	[4]tv	[5]ts/tv	[6]ts (1st ALT)	[7]tv (1st ALT)	[8]ts/tv (1st ALT)
TSTV	0	149710	99611	1.50	149656	99518	1.50
# SiS, Singleton stats:
#   - allele count, i.e. the number of singleton genotypes (AC=1)
#   - number of transitions, see above
#   - number of transversions, see above
#   - repeat-consistent, inconsistent and n/a: experimental and useless stats [DEPRECATED]
# SiS	[2]id	[3]allele count	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
SiS	0	1	72374	46949	25425	12558	0	0	12558
# AF, Stats by non-reference allele frequency:
# AF	[2]id	[3]allele frequency	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
AF	0	0.000000	72374	46949	25425	12558	0	0	12558
AF	0	0.990000	176947	102761	74186	21859	0	0	21859
# QUAL, Stats by quality
# QUAL	[2]id	[3]Quality	[4]number of SNPs	[5]number of transitions (1st ALT)	[6]number of transversions (1st ALT)	[7]number of indels
QUAL	0	1679.6	1	1	0	0
QUAL	0	1680.0	6	5	1	0
QUAL	0	1680.6	2	1	1	1
QUAL	0	1681.0	4	4	0	1
QUAL	0	1681.6	2	2	0	0
QUAL	0	1682.0	3	2	1	0
QUAL	0	1682.6	3	2	1	0
QUAL	0	1683.0	7	4	3	1
QUAL	0	1683.2	0	0	0	1
QUAL	0	1684.0	6	3	3	0
QUAL	0	1685.0	6	5	1	2
QUAL	0	1685.6	2	1	1	1
QUAL	0	1686.0	6	6	0	1
QUAL	0	1686.6	2	0	2	0
QUAL	0	1687.0	7	5	2	2
QUAL	0	1687.6	1	1	0	0
QUAL	0	1688.0	3	2	1	0
QUAL	0	1688.6	1	1	0	0
QUAL	0	1689.0	4	2	2	0
QUAL	0	1690.0	7	5	2	0
QUAL	0	1690.6	2	2	0	0
QUAL	0	1691.0	3	2	1	0
QUAL	0	1691.6	2	1	1	0
QUAL	0	1692.0	6	3	3	0
QUAL	0	1693.0	1	0	1	0
QUAL	0	1693.6	1	1	0	0
QUAL	0	1694.0	5	3	2	0
QUAL	0	1694.6	2	1	1	0
QUAL	0	1695.0	5	4	1	0
QUAL	0	1695.6	1	1	0	0
QUAL	0	1696.0	4	4	0	6
QUAL	0	1696.6	1	1	0	1
QUAL	0	1697.0	4	2	2	1
QUAL	0	1697.6	3	1	2	0
QUAL	0	1698.0	4	3	1	1
QUAL	0	1699.0	3	3	0	0
QUAL	0	1699.6	1	1	0	0
QUAL	0	1700.0	6	5	1	1
QUAL	0	1701.0	5	3	2	0
QUAL	0	1701.6	1	0	1	1
QUAL	0	1702.0	2	2	0	1
QUAL	0	1703.0	4	2	2	0
QUAL	0	1704.0	5	4	1	0
QUAL	0	1704.6	1	1	0	0
QUAL	0	1705.0	3	3	0	1
QUAL	0	1706.0	5	3	2	1
QUAL	0	1706.6	2	1	1	1
QUAL	0	1707.0	5	3	2	1
QUAL	0	1707.6	3	2	1	1
QUAL	0	1708.0	7	5	2	0
QUAL	0	1708.6	2	1	1	0
QUAL	0	1709.0	5	4	1	0
QUAL	0	1710.0	6	4	2	0
QUAL	0	1711.0	5	4	1	0
QUAL	0	1711.6	1	1	0	0
QUAL	0	1712.0	2	2	0	0
QUAL	0	1713.0	3	2	1	0
QUAL	0	1713.6	2	0	2	1
QUAL	0	1714.0	4	2	2	0
QUAL	0	1714.6	1	0	1	0
QUAL	0	1715.0	4	3	1	1
QUAL	0	1716.0	4	4	0	0
QUAL	0	1717.0	8	6	2	0
QUAL	0	1718.0	5	2	3	0
QUAL	0	1718.6	1	0	1	0
QUAL	0	1719.0	3	2	1	2
QUAL	0	1719.6	1	1	0	0
QUAL	0	1720.0	5	3	2	0
QUAL	0	1721.0	4	4	0	0
QUAL	0	1721.6	2	1	1	0
QUAL	0	1722.0	3	1	2	0
QUAL	0	1722.6	4	3	1	0
QUAL	0	1723.0	9	6	3	0
QUAL	0	1723.6	1	1	0	0
QUAL	0	1724.0	3	3	0	0
QUAL	0	1725.0	1	1	0	0
QUAL	0	1725.6	1	1	0	0
QUAL	0	1726.0	4	2	2	0
QUAL	0	1727.0	3	3	0	1
QUAL	0	1728.0	4	3	1	0
QUAL	0	1728.6	4	4	0	0
QUAL	0	1729.0	4	4	0	1
QUAL	0	1729.6	1	0	1	0
QUAL	0	1730.0	4	4	0	0
QUAL	0	1730.6	2	1	1	0
QUAL	0	1731.0	6	4	2	0
QUAL	0	1731.6	3	3	0	0
QUAL	0	1732.0	3	1	2	0
QUAL	0	1733.0	4	3	1	1
QUAL	0	1733.6	1	0	1	0
QUAL	0	1734.0	2	0	2	0
QUAL	0	1734.6	1	1	0	0
QUAL	0	1735.0	4	3	1	1
QUAL	0	1735.6	1	1	0	0
QUAL	0	1736.0	1	1	0	0
QUAL	0	1736.6	3	2	1	0
QUAL	0	1737.0	5	5	0	1
QUAL	0	1737.6	1	1	0	1
QUAL	0	1738.0	5	5	0	0
QUAL	0	1738.6	2	2	0	0
QUAL	0	1739.0	3	2	1	1
QUAL	0	1739.6	2	2	0	0
QUAL	0	1740.0	5	2	3	0
QUAL	0	1740.6	2	2	0	0
QUAL	0	1741.0	6	5	1	1
QUAL	0	1741.6	3	1	2	0
QUAL	0	1742.0	4	1	3	0
QUAL	0	1742.6	4	3	1	0
QUAL	0	1743.0	7	4	3	1
QUAL	0	1743.6	0	0	0	1
QUAL	0	1744.0	9	6	3	0
QUAL	0	1745.0	6	3	3	0
QUAL	0	1745.6	1	0	1	0
QUAL	0	1746.0	4	2	2	1
QUAL	0	1747.0	4	2	2	1
QUAL	0	1748.0	7	6	1	1
QUAL	0	1749.6	1	1	0	0
QUAL	0	1750.0	5	3	2	1
QUAL	0	1751.0	9	6	3	0
QUAL	0	1752.0	6	5	1	0
QUAL	0	1753.0	5	2	3	0
QUAL	0	1753.6	3	1	2	0
QUAL	0	1754.0	3	3	0	0
QUAL	0	1755.0	4	3	1	0
QUAL	0	1756.0	6	4	2	1
QUAL	0	1756.6	3	3	0	0
QUAL	0	1757.0	5	4	1	0
QUAL	0	1757.6	1	1	0	0
QUAL	0	1758.0	3	3	0	0
QUAL	0	1758.6	3	0	3	0
QUAL	0	1759.0	3	3	0	0
QUAL	0	1760.0	4	1	3	0
QUAL	0	1760.6	2	1	1	0
QUAL	0	1761.0	6	3	3	1
QUAL	0	1761.6	1	0	1	0
QUAL	0	1762.0	4	2	2	1
QUAL	0	1763.0	9	4	5	0
QUAL	0	1764.0	3	2	1	0
QUAL	0	1764.6	1	0	1	0
QUAL	0	1765.0	6	3	3	0
QUAL	0	1765.6	2	0	2	0
QUAL	0	1766.0	7	6	1	3
QUAL	0	1766.6	1	1	0	0
QUAL	0	1767.0	4	2	2	0
QUAL	0	1767.6	1	1	0	0
QUAL	0	1768.0	3	2	1	1
QUAL	0	1768.6	1	1	0	0
QUAL	0	1769.0	3	1	2	1
QUAL	0	1770.0	3	3	0	0
QUAL	0	1770.6	1	0	1	0
QUAL	0	1771.0	6	2	4	0
QUAL	0	1771.6	2	0	2	0
QUAL	0	1772.0	4	3	1	0
QUAL	0	1772.6	2	1	1	0
QUAL	0	1773.0	2	2	0	1
QUAL	0	1774.0	3	2	1	1
QUAL	0	1774.6	1	1	0	0
QUAL	0	1775.0	7	5	2	1
QUAL	0	1775.6	1	1	0	0
QUAL	0	1776.0	5	4	1	0
QUAL	0	1776.6	2	2	0	0
QUAL	0	1777.0	6	5	1	0
QUAL	0	1777.6	1	1	0	0
QUAL	0	1778.0	5	3	2	1
QUAL	0	1778.6	3	1	2	0
QUAL	0	1779.0	4	2	2	0
QUAL	0	1780.0	2	1	1	0
QUAL	0	1780.6	1	1	0	0
QUAL	0	1781.0	3	3	0	0
QUAL	0	1781.6	0	0	0	1
QUAL	0	1782.0	3	3	0	0
QUAL	0	1782.6	1	0	1	0
QUAL	0	1783.0	3	2	1	0
QUAL	0	1783.6	1	0	1	0
QUAL	0	1784.0	4	2	2	0
QUAL	0	1785.0	4	4	0	0
QUAL	0	1785.6	1	1	0	0
QUAL	0	1786.0	6	5	1	6
QUAL	0	1786.6	2	2	0	0
QUAL	0	1787.0	3	1	2	0
QUAL	0	1787.6	1	0	1	0
QUAL	0	1788.0	3	0	3	1
QUAL	0	1789.0	7	4	3	0
QUAL	0	1789.6	3	2	1	0
QUAL	0	1790.0	3	2	1	0
QUAL	0	1790.6	1	1	0	0
QUAL	0	1791.0	8	7	1	0
QUAL	0	1792.0	3	3	0	0
QUAL	0	1792.6	3	2	1	0
QUAL	0	1793.0	3	2	1	1
QUAL	0	1793.6	1	0	1	0
QUAL	0	1794.0	4	2	2	1
QUAL	0	1795.0	6	6	0	0
QUAL	0	1795.6	1	0	1	0
QUAL	0	1796.0	6	6	0	0
QUAL	0	1797.0	4	2	2	0
QUAL	0	1797.6	1	1	0	0
QUAL	0	1798.0	2	1	1	0
QUAL	0	1798.6	1	1	0	0
QUAL	0	1799.0	2	2	0	0
QUAL	0	1799.6	1	1	0	0
QUAL	0	1800.0	4	3	1	0
QUAL	0	1801.0	4	3	1	0
QUAL	0	1802.0	3	1	2	0
QUAL	0	1803.0	4	3	1	1
QUAL	0	1803.6	1	1	0	0
QUAL	0	1804.0	5	5	0	0
QUAL	0	1804.6	2	1	1	0
QUAL	0	1805.0	5	2	3	0
QUAL	0	1805.6	0	0	0	1
QUAL	0	1806.0	2	0	2	1
QUAL	0	1806.6	0	0	0	1
QUAL	0	1807.0	8	5	3	0
QUAL	0	1807.6	1	1	0	0
QUAL	0	1808.0	5	2	3	1
QUAL	0	1808.6	1	1	0	0
QUAL	0	1809.0	1	1	0	0
QUAL	0	1810.0	3	2	1	0
QUAL	0	1811.0	1	0	1	0
QUAL	0	1812.0	5	4	1	0
QUAL	0	1813.0	3	1	2	1
QUAL	0	1813.6	1	1	0	0
QUAL	0	1814.0	6	4	2	1
QUAL	0	1814.6	1	1	0	0
QUAL	0	1815.0	1	1	0	1
QUAL	0	1815.6	2	1	1	0
QUAL	0	1816.0	3	2	1	1
QUAL	0	1817.0	3	2	1	0
QUAL	0	1817.6	2	2	0	0
QUAL	0	1818.0	1	0	1	1
QUAL	0	1819.0	1	1	0	0
QUAL	0	1820.0	7	5	2	1
QUAL	0	1820.6	1	1	0	0
QUAL	0	1821.0	4	3	1	0
QUAL	0	1822.0	2	1	1	2
QUAL	0	1822.6	2	1	1	1
QUAL	0	1823.0	1	1	0	0
QUAL	0	1823.6	2	1	1	0
QUAL	0	1824.0	3	1	2	1
QUAL	0	1824.6	2	2	0	0
QUAL	0	1825.0	2	2	0	0
QUAL	0	1826.0	3	3	0	0
QUAL	0	1827.0	4	3	1	1
QUAL	0	1827.6	0	0	0	1
QUAL	0	1828.0	1	1	0	0
QUAL	0	1828.6	1	1	0	0
QUAL	0	1829.0	3	1	2	0
QUAL	0	1829.6	1	1	0	0
QUAL	0	1830.0	3	1	2	1
QUAL	0	1830.6	1	0	1	0
QUAL	0	1831.0	6	5	1	1
QUAL	0	1831.6	0	0	0	1
QUAL	0	1832.0	4	3	1	1
QUAL	0	1832.6	1	1	0	0
QUAL	0	1833.0	1	1	0	0
QUAL	0	1833.6	1	0	1	0
QUAL	0	1834.0	3	1	2	0
QUAL	0	1835.0	4	3	1	0
QUAL	0	1836.0	3	2	1	0
QUAL	0	1836.6	1	1	0	0
QUAL	0	1837.0	6	4	2	0
QUAL	0	1838.0	2	1	1	0
QUAL	0	1839.0	3	0	3	1
QUAL	0	1839.6	2	1	1	0
QUAL	0	1840.0	2	1	1	1
QUAL	0	1841.0	3	2	1	1
QUAL	0	1842.0	3	3	0	0
QUAL	0	1843.0	3	2	1	0
QUAL	0	1843.6	1	0	1	0
QUAL	0	1845.0	0	0	0	1
QUAL	0	1845.6	2	1	1	0
QUAL	0	1846.0	3	3	0	0
QUAL	0	1847.0	4	2	2	1
QUAL	0	1848.0	6	5	1	0
QUAL	0	1848.6	2	2	0	0
QUAL	0	1849.0	6	4	2	0
QUAL	0	1849.6	1	0	1	0
QUAL	0	1850.0	4	4	0	1
QUAL	0	1851.0	2	0	2	3
QUAL	0	1851.6	1	1	0	0
QUAL	0	1852.0	2	1	1	0
QUAL	0	1853.0	1	1	0	0
QUAL	0	1854.0	0	0	0	1
QUAL	0	1854.6	1	1	0	0
QUAL	0	1855.0	2	1	1	0
QUAL	0	1855.6	1	1	0	0
QUAL	0	1856.0	4	3	1	0
QUAL	0	1856.6	1	0	1	0
QUAL	0	1857.0	3	3	0	0
QUAL	0	1857.6	1	1	0	1
QUAL	0	1858.0	3	1	2	0
QUAL	0	1859.0	3	2	1	0
QUAL	0	1860.0	2	2	0	0
QUAL	0	1860.6	1	1	0	0
QUAL	0	1861.0	6	5	1	0
QUAL	0	1861.6	1	0	1	0
QUAL	0	1862.0	5	4	1	0
QUAL	0	1862.1	1	1	0	0
QUAL	0	1862.6	2	1	1	0
QUAL	0	1863.0	4	3	1	0
QUAL	0	1863.6	0	0	0	1
QUAL	0	1864.0	7	5	2	1
QUAL	0	1864.6	1	1	0	0
QUAL	0	1865.0	3	3	0	0
QUAL	0	1865.6	4	4	0	1
QUAL	0	1866.0	4	2	2	0
QUAL	0	1867.0	5	3	2	1
QUAL	0	1867.6	1	0	1	0
QUAL	0	1868.0	3	2	1	1
QUAL	0	1868.6	1	0	1	0
QUAL	0	1869.6	1	1	0	1
QUAL	0	1870.0	4	3	1	0
QUAL	0	1870.6	2	2	0	1
QUAL	0	1871.0	4	3	1	1
QUAL	0	1871.6	2	0	2	0
QUAL	0	1872.0	4	4	0	0
QUAL	0	1873.0	3	1	2	0
QUAL	0	1874.0	2	2	0	0
QUAL	0	1874.6	1	0	1	0
QUAL	0	1875.0	4	3	1	0
QUAL	0	1876.0	3	3	0	2
QUAL	0	1877.0	3	2	1	0
QUAL	0	1877.6	1	0	1	0
QUAL	0	1878.0	1	1	0	0
QUAL	0	1878.6	1	1	0	1
QUAL	0	1879.0	2	1	1	0
QUAL	0	1880.0	3	2	1	0
QUAL	0	1880.6	1	1	0	0
QUAL	0	1881.0	2	2	0	0
QUAL	0	1882.0	2	2	0	0
QUAL	0	1882.6	2	1	1	0
QUAL	0	1883.0	3	2	1	1
QUAL	0	1884.0	4	2	2	0
QUAL	0	1884.6	4	2	2	0
QUAL	0	1885.0	5	5	0	0
QUAL	0	1885.6	1	1	0	0
QUAL	0	1886.0	6	5	1	1
QUAL	0	1887.0	3	3	0	0
QUAL	0	1888.0	7	6	1	0
QUAL	0	1888.6	1	1	0	0
QUAL	0	1889.0	1	1	0	0
QUAL	0	1889.6	2	2	0	0
QUAL	0	1890.0	6	2	4	0
QUAL	0	1891.0	2	2	0	0
QUAL	0	1891.6	2	1	1	0
QUAL	0	1892.0	5	3	2	1
QUAL	0	1893.0	2	2	0	0
QUAL	0	1894.0	3	2	1	0
QUAL	0	1895.0	2	1	1	0
QUAL	0	1895.6	1	1	0	0
QUAL	0	1896.0	1	1	0	0
QUAL	0	1897.0	2	0	2	0
QUAL	0	1897.6	1	1	0	0
QUAL	0	1898.0	2	0	2	0
QUAL	0	1899.0	0	0	0	1
QUAL	0	1899.6	0	0	0	1
QUAL	0	1900.0	4	4	0	0
QUAL	0	1900.6	1	0	1	0
QUAL	0	1901.0	4	3	1	0
QUAL	0	1902.0	4	3	1	0
QUAL	0	1902.6	1	1	0	0
QUAL	0	1903.0	2	2	0	0
QUAL	0	1904.0	2	2	0	0
QUAL	0	1905.0	1	1	0	0
QUAL	0	1906.0	5	3	2	0
QUAL	0	1907.0	5	3	2	1
QUAL	0	1909.0	3	2	1	1
QUAL	0	1909.6	2	1	1	0
QUAL	0	1910.0	4	4	0	0
QUAL	0	1910.6	2	1	1	0
QUAL	0	1911.0	2	1	1	0
QUAL	0	1911.6	2	1	1	0
QUAL	0	1912.0	8	7	1	0
QUAL	0	1913.0	3	2	1	0
QUAL	0	1913.6	2	1	1	0
QUAL	0	1914.0	7	6	1	1
QUAL	0	1915.0	1	1	0	1
QUAL	0	1915.6	1	1	0	0
QUAL	0	1916.0	1	1	0	0
QUAL	0	1917.0	4	4	0	0
QUAL	0	1918.0	1	1	0	0
QUAL	0	1918.6	1	1	0	1
QUAL	0	1919.0	3	1	2	0
QUAL	0	1920.0	4	2	2	0
QUAL	0	1920.6	1	1	0	0
QUAL	0	1921.0	7	5	2	1
QUAL	0	1921.6	2	2	0	0
QUAL	0	1922.0	4	1	3	0
QUAL	0	1923.0	6	2	4	0
QUAL	0	1924.0	9	6	3	0
QUAL	0	1925.0	5	2	3	1
QUAL	0	1926.0	5	4	1	0
QUAL	0	1926.6	1	1	0	0
QUAL	0	1927.0	3	2	1	1
QUAL	0	1927.6	2	1	1	0
QUAL	0	1928.0	1	1	0	0
QUAL	0	1929.0	3	2	1	0
QUAL	0	1929.6	1	1	0	0
QUAL	0	1930.0	3	1	2	0
QUAL	0	1930.6	1	1	0	0
QUAL	0	1931.6	1	0	1	0
QUAL	0	1932.6	1	0	1	0
QUAL	0	1933.0	4	4	0	0
QUAL	0	1934.0	3	2	1	1
QUAL	0	1935.0	7	5	2	0
QUAL	0	1936.0	3	3	0	0
QUAL	0	1936.6	2	1	1	0
QUAL	0	1937.0	3	1	2	0
QUAL	0	1938.0	2	2	0	0
QUAL	0	1939.0	5	3	2	0
QUAL	0	1939.6	1	1	0	0
QUAL	0	1940.0	4	4	0	2
QUAL	0	1941.0	4	2	2	0
QUAL	0	1942.0	4	3	1	0
QUAL	0	1942.6	1	1	0	0
QUAL	0	1943.0	2	2	0	0
QUAL	0	1944.0	3	2	1	0
QUAL	0	1944.6	2	0	2	0
QUAL	0	1945.0	1	1	0	0
QUAL	0	1945.6	1	0	1	0
QUAL	0	1946.0	1	0	1	0
QUAL	0	1947.0	2	2	0	0
QUAL	0	1948.0	2	2	0	0
QUAL	0	1949.0	4	4	0	0
QUAL	0	1950.0	1	1	0	1
QUAL	0	1951.0	3	1	2	0
QUAL	0	1952.0	5	5	0	0
QUAL	0	1952.6	0	0	0	1
QUAL	0	1953.0	2	2	0	0
QUAL	0	1953.6	1	1	0	0
QUAL	0	1954.0	4	3	1	0
QUAL	0	1955.0	1	1	0	0
QUAL	0	1956.0	3	2	1	1
QUAL	0	1956.6	2	2	0	0
QUAL	0	1957.0	4	3	1	0
QUAL	0	1957.6	2	2	0	0
QUAL	0	1958.0	3	2	1	0
QUAL	0	1958.6	1	0	1	0
QUAL	0	1959.0	2	1	1	0
QUAL	0	1959.6	1	1	0	0
QUAL	0	1960.0	1	1	0	0
QUAL	0	1960.6	2	2	0	0
QUAL	0	1961.0	1	1	0	0
QUAL	0	1962.0	2	2	0	1
QUAL	0	1962.6	1	1	0	0
QUAL	0	1963.0	1	1	0	0
QUAL	0	1963.6	2	2	0	0
QUAL	0	1964.0	2	1	1	1
QUAL	0	1965.6	1	1	0	0
QUAL	0	1966.0	1	0	1	0
QUAL	0	1967.6	1	0	1	0
QUAL	0	1968.0	5	3	2	0
QUAL	0	1969.0	1	1	0	0
QUAL	0	1970.0	2	1	1	1
QUAL	0	1970.6	1	0	1	0
QUAL	0	1971.0	1	1	0	1
QUAL	0	1971.6	1	0	1	0
QUAL	0	1972.0	1	1	0	0
QUAL	0	1973.0	2	1	1	0
QUAL	0	1973.6	1	0	1	0
QUAL	0	1974.0	2	2	0	0
QUAL	0	1975.0	2	2	0	0
QUAL	0	1976.0	3	3	0	0
QUAL	0	1977.6	1	0	1	0
QUAL	0	1978.0	2	1	1	0
QUAL	0	1978.6	1	0	1	0
QUAL	0	1979.0	2	2	0	0
QUAL	0	1979.6	1	1	0	0
QUAL	0	1980.0	3	2	1	0
QUAL	0	1981.0	3	3	0	0
QUAL	0	1981.6	1	1	0	0
QUAL	0	1982.0	3	3	0	0
QUAL	0	1983.0	3	2	1	0
QUAL	0	1984.0	2	2	0	0
QUAL	0	1985.0	5	5	0	0
QUAL	0	1986.0	2	1	1	0
QUAL	0	1987.0	3	3	0	1
QUAL	0	1987.6	2	1	1	0
QUAL	0	1988.0	1	1	0	0
QUAL	0	1989.6	1	1	0	0
QUAL	0	1990.0	6	5	1	0
QUAL	0	1990.6	1	1	0	0
QUAL	0	1991.0	3	1	2	0
QUAL	0	1992.0	3	3	0	0
QUAL	0	1993.0	0	0	0	1
QUAL	0	1993.6	1	1	0	0
QUAL	0	1994.0	3	3	0	0
QUAL	0	1994.6	2	1	1	0
QUAL	0	1995.0	2	1	1	1
QUAL	0	1996.0	2	1	1	0
QUAL	0	1997.0	4	3	1	0
QUAL	0	1998.0	2	0	2	0
QUAL	0	1998.6	3	3	0	0
QUAL	0	1999.0	3	2	1	0
QUAL	0	2000.0	3	1	2	3
QUAL	0	2000.6	1	1	0	0
QUAL	0	2001.0	2	1	1	0
QUAL	0	2001.6	2	1	1	1
QUAL	0	2002.0	1	1	0	0
QUAL	0	2003.0	3	2	1	0
QUAL	0	2004.0	7	6	1	0
QUAL	0	2005.0	1	0	1	1
QUAL	0	2006.0	3	1	2	0
QUAL	0	2006.6	1	1	0	0
QUAL	0	2007.0	3	2	1	0
QUAL	0	2008.0	1	1	0	0
QUAL	0	2008.6	1	0	1	0
QUAL	0	2009.0	2	0	2	0
QUAL	0	2009.6	1	1	0	0
QUAL	0	2010.0	3	1	2	1
QUAL	0	2012.0	1	1	0	1
QUAL	0	2013.0	2	2	0	1
QUAL	0	2014.0	4	1	3	0
QUAL	0	2015.0	2	2	0	0
QUAL	0	2015.6	0	0	0	1
QUAL	0	2016.0	3	3	0	0
QUAL	0	2017.0	2	1	1	0
QUAL	0	2018.0	6	4	2	0
QUAL	0	2019.0	4	2	2	0
QUAL	0	2019.6	1	0	1	0
QUAL	0	2020.0	1	1	0	1
QUAL	0	2020.6	1	0	1	0
QUAL	0	2021.0	3	3	0	1
QUAL	0	2023.0	1	1	0	0
QUAL	0	2023.6	1	0	1	0
QUAL	0	2024.0	2	2	0	0
QUAL	0	2024.6	1	1	0	0
QUAL	0	2025.0	2	2	0	0
QUAL	0	2025.6	1	0	1	0
QUAL	0	2026.0	2	0	2	0
QUAL	0	2026.3	1	0	1	0
QUAL	0	2027.0	2	2	0	0
QUAL	0	2027.6	1	0	1	0
QUAL	0	2028.0	5	3	2	0
QUAL	0	2030.0	4	3	1	0
QUAL	0	2030.6	1	1	0	0
QUAL	0	2031.0	4	3	1	1
QUAL	0	2032.0	2	2	0	1
QUAL	0	2032.6	1	0	1	0
QUAL	0	2034.0	3	3	0	0
QUAL	0	2034.6	1	1	0	0
QUAL	0	2035.0	4	3	1	0
QUAL	0	2036.0	2	1	1	0
QUAL	0	2037.0	1	1	0	0
QUAL	0	2038.0	1	1	0	0
QUAL	0	2038.6	2	1	1	0
QUAL	0	2039.0	7	4	3	0
QUAL	0	2040.0	3	2	1	0
QUAL	0	2041.6	1	1	0	0
QUAL	0	2042.0	0	0	0	1
QUAL	0	2043.0	4	3	1	0
QUAL	0	2044.0	1	1	0	0
QUAL	0	2045.0	1	1	0	0
QUAL	0	2046.0	2	2	0	1
QUAL	0	2046.6	1	1	0	0
QUAL	0	2047.0	2	2	0	0
QUAL	0	2047.6	1	1	0	0
QUAL	0	2048.0	3	1	2	0
QUAL	0	2048.6	1	0	1	0
QUAL	0	2049.0	2	2	0	0
QUAL	0	2050.0	2	0	2	0
QUAL	0	2051.0	4	3	1	0
QUAL	0	2052.0	2	2	0	0
QUAL	0	2053.0	3	2	1	0
QUAL	0	2053.6	4	2	2	0
QUAL	0	2054.0	3	2	1	0
QUAL	0	2055.0	0	0	0	1
QUAL	0	2055.6	1	1	0	0
QUAL	0	2056.0	5	4	1	1
QUAL	0	2056.6	2	2	0	0
QUAL	0	2058.0	6	3	3	1
QUAL	0	2059.0	3	2	1	0
QUAL	0	2060.0	4	3	1	1
QUAL	0	2060.6	2	1	1	0
QUAL	0	2061.0	6	3	3	0
QUAL	0	2061.6	0	0	0	1
QUAL	0	2062.0	2	2	0	0
QUAL	0	2063.0	1	1	0	0
QUAL	0	2063.6	1	1	0	0
QUAL	0	2064.0	3	1	2	1
QUAL	0	2065.0	3	2	1	0
QUAL	0	2066.0	3	3	0	0
QUAL	0	2067.0	1	0	1	1
QUAL	0	2067.6	1	0	1	0
QUAL	0	2068.0	3	3	0	1
QUAL	0	2069.0	2	2	0	0
QUAL	0	2069.6	1	1	0	0
QUAL	0	2070.0	4	2	2	0
QUAL	0	2070.6	1	0	1	1
QUAL	0	2071.0	4	4	0	0
QUAL	0	2072.0	2	2	0	0
QUAL	0	2072.6	1	0	1	0
QUAL	0	2073.0	3	1	2	0
QUAL	0	2073.6	1	1	0	0
QUAL	0	2074.0	3	3	0	0
QUAL	0	2074.6	0	0	0	1
QUAL	0	2075.0	4	2	2	0
QUAL	0	2076.0	4	4	0	1
QUAL	0	2076.6	1	1	0	0
QUAL	0	2077.0	1	1	0	0
QUAL	0	2078.0	5	4	1	0
QUAL	0	2079.0	2	2	0	1
QUAL	0	2081.0	2	2	0	0
QUAL	0	2082.0	3	3	0	0
QUAL	0	2082.6	1	0	1	0
QUAL	0	2083.0	2	1	1	0
QUAL	0	2083.6	1	1	0	0
QUAL	0	2084.0	4	2	2	0
QUAL	0	2085.0	5	4	1	1
QUAL	0	2085.6	1	1	0	0
QUAL	0	2086.0	1	0	1	0
QUAL	0	2087.0	3	2	1	0
QUAL	0	2087.6	1	1	0	0
QUAL	0	2088.0	5	4	1	0
QUAL	0	2088.6	1	1	0	0
QUAL	0	2089.0	2	2	0	1
QUAL	0	2089.6	1	1	0	0
QUAL	0	2090.0	4	4	0	0
QUAL	0	2091.0	4	3	1	1
QUAL	0	2091.6	0	0	0	1
QUAL	0	2092.0	3	2	1	0
QUAL	0	2092.6	1	0	1	0
QUAL	0	2093.0	3	3	0	2
QUAL	0	2093.6	1	1	0	0
QUAL	0	2095.0	4	3	1	0
QUAL	0	2096.0	3	2	1	0
QUAL	0	2097.0	2	2	0	0
QUAL	0	2098.0	5	4	1	0
QUAL	0	2098.6	1	0	1	0
QUAL	0	2099.0	1	1	0	0
QUAL	0	2100.0	3	3	0	1
QUAL	0	2101.0	4	3	1	1
QUAL	0	2102.0	1	1	0	0
QUAL	0	2102.6	1	1	0	0
QUAL	0	2103.0	3	2	1	0
QUAL	0	2105.0	1	0	1	0
QUAL	0	2105.6	1	0	1	0
